Unnamed: 0,premise,hypothesis,prompt,rationale,split,correct_index,LLM_answer,judge_source,judge_score,candidate_label,gold_label,paper_gold_label,voted_label,voted_label_support,voted_label_margin,label_match,word_count,overlap_score,agreement_count,agreement_ratio
10,An older man sits with his orange juice at a small table in a coffee shop while employees in bright colored shirts smile in the background.,A boy flips a burger.,"Premise: An older man sits with his orange juice at a small table in a coffee shop while employees in bright colored shirts smile in the background., Hypothesis: A boy flips a burger.. What is the correct answer to the premise 'An older man sits with his orange juice at a small table in a coffee shop while employees in bright colored shirts smile in the background.' and hypothesis A boy flips a burger. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","1. The correct answer is **neutral**. The premise and the hypothesis are not related to each other. The premise does not imply or contradict the hypothesis. A boy flipping a burger could be happening in the same coffee shop or somewhere else, but it is not relevant to the older man sitting with his orange juice.","1. the correct answer is **neutral**. the premise and the hypothesis are not related to each other. the premise does not imply or contradict the hypothesis. a boy flipping a burger could be happening in the same coffee shop or somewhere else, but it is not relevant to the older man sitting with his orange juice.

",{'neutral': 27},neutral,neutral,15.972866,neutral,neutral,contradiction,neutral,5.93,5.93,True,56,0.317073,7,1.0
11,An older man sits with his orange juice at a small table in a coffee shop while employees in bright colored shirts smile in the background.,An elderly man sits in a small shop.,"Premise: An older man sits with his orange juice at a small table in a coffee shop while employees in bright colored shirts smile in the background., Hypothesis: An elderly man sits in a small shop.. What is the correct answer to the premise 'An older man sits with his orange juice at a small table in a coffee shop while employees in bright colored shirts smile in the background.' and hypothesis An elderly man sits in a small shop. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","2. The correct answer is **entailment**. The premise implies the hypothesis. An older man is a type of elderly man, and a coffee shop is a type of small shop. Therefore, the hypothesis is true if the premise is true.","2. the correct answer is **entailment**. the premise implies the hypothesis. an older man is a type of elderly man, and a coffee shop is a type of small shop. therefore, the hypothesis is true if the premise is true.

",{'entailment': 27},entailment,neutral,16.175682,entailment,entailment,neutral,entailment,5.93,5.93,True,40,0.409091,7,1.0
12,Two blond women are hugging one another.,Some women are hugging on vacation.,"Premise: Two blond women are hugging one another., Hypothesis: Some women are hugging on vacation.. What is the correct answer to the premise 'Two blond women are hugging one another.' and hypothesis Some women are hugging on vacation. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","3. The correct answer is **neutral**. The premise and the hypothesis are not related to each other. The premise does not imply or contradict the hypothesis. Some women hugging on vacation could be the same two blond women or different women, but it is not relevant to the fact that two blond women are hugging.","3. the correct answer is **neutral**. the premise and the hypothesis are not related to each other. the premise does not imply or contradict the hypothesis. some women hugging on vacation could be the same two blond women or different women, but it is not relevant to the fact that two blond women are hugging.

",{'neutral': 27},neutral,neutral,15.899265,neutral,neutral,neutral,neutral,5.93,5.93,True,55,0.235294,7,1.0
13,Two blond women are hugging one another.,The women are sleeping.,"Premise: Two blond women are hugging one another., Hypothesis: The women are sleeping.. What is the correct answer to the premise 'Two blond women are hugging one another.' and hypothesis The women are sleeping. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","4. The correct answer is **contradiction**. The premise and the hypothesis are mutually exclusive. The premise states that two blond women are hugging one another, which means they are awake and active. The hypothesis states that the women are sleeping, which means they are not awake or active. Therefore, the hypothesis is false if the premise is true.","4. the correct answer is **contradiction**. the premise and the hypothesis are mutually exclusive. the premise states that two blond women are hugging one another, which means they are awake and active. the hypothesis states that the women are sleeping, which means they are not awake or active. therefore, the hypothesis is false if the premise is true.

",{'contradiction': 27},contradiction,neutral,15.94879,contradiction,contradiction,contradiction,contradiction,5.93,5.93,True,58,0.290323,7,1.0
14,Two blond women are hugging one another.,There are women showing affection.,"Premise: Two blond women are hugging one another., Hypothesis: There are women showing affection.. What is the correct answer to the premise 'Two blond women are hugging one another.' and hypothesis There are women showing affection. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","5. The correct answer is **entailment**. The premise implies the hypothesis. Two blond women hugging one another is an example of women showing affection. Therefore, the hypothesis is true if the premise is true.","5. the correct answer is **entailment**. the premise implies the hypothesis. two blond women hugging one another is an example of women showing affection. therefore, the hypothesis is true if the premise is true.

",{'entailment': 27},entailment,neutral,16.134773,entailment,entailment,entailment,entailment,5.93,5.93,True,34,0.363636,7,1.0
15,"A few people in a restaurant setting, one of them is drinking orange juice.",The people are eating omelettes.,"Premise: A few people in a restaurant setting, one of them is drinking orange juice., Hypothesis: The people are eating omelettes.. What is the correct answer to the premise 'A few people in a restaurant setting, one of them is drinking orange juice.' and hypothesis The people are eating omelettes. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","6. The correct answer is **neutral**. The premise and the hypothesis are not related to each other. The premise does not imply or contradict the hypothesis. The people eating omelettes could be the same people in the restaurant setting or different people, but it is not relevant to the fact that one of them is drinking orange juice.","6. the correct answer is **neutral**. the premise and the hypothesis are not related to each other. the premise does not imply or contradict the hypothesis. the people eating omelettes could be the same people in the restaurant setting or different people, but it is not relevant to the fact that one of them is drinking orange juice.

",{'neutral': 27},neutral,neutral,16.033654,neutral,neutral,neutral,neutral,5.93,5.93,True,58,0.384615,7,1.0
16,"A few people in a restaurant setting, one of them is drinking orange juice.",The people are sitting at desks in school.,"Premise: A few people in a restaurant setting, one of them is drinking orange juice., Hypothesis: The people are sitting at desks in school.. What is the correct answer to the premise 'A few people in a restaurant setting, one of them is drinking orange juice.' and hypothesis The people are sitting at desks in school. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","7. The correct answer is **contradiction**. The premise and the hypothesis are mutually exclusive. The premise states that a few people are in a restaurant setting, which means they are not in a school setting. The hypothesis states that the people are sitting at desks in school, which means they are not in a restaurant setting. Therefore, the hypothesis is false if the premise is true.","7. the correct answer is **contradiction**. the premise and the hypothesis are mutually exclusive. the premise states that a few people are in a restaurant setting, which means they are not in a school setting. the hypothesis states that the people are sitting at desks in school, which means they are not in a restaurant setting. therefore, the hypothesis is false if the premise is true.

",{'contradiction': 27},contradiction,neutral,16.064919,contradiction,contradiction,contradiction,contradiction,5.93,5.93,True,66,0.419355,7,1.0
17,"A few people in a restaurant setting, one of them is drinking orange juice.",The diners are at a restaurant.,"Premise: A few people in a restaurant setting, one of them is drinking orange juice., Hypothesis: The diners are at a restaurant.. What is the correct answer to the premise 'A few people in a restaurant setting, one of them is drinking orange juice.' and hypothesis The diners are at a restaurant. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","8. The correct answer is **entailment**. The premise implies the hypothesis. A few people in a restaurant setting are also diners at a restaurant. Therefore, the hypothesis is true if the premise is true.","8. the correct answer is **entailment**. the premise implies the hypothesis. a few people in a restaurant setting are also diners at a restaurant. therefore, the hypothesis is true if the premise is true.

",{'entailment': 27},entailment,neutral,16.278929,entailment,entailment,entailment,entailment,5.93,5.93,True,34,0.52381,7,1.0
18,An older man is drinking orange juice at a restaurant.,A man is drinking juice.,"Premise: An older man is drinking orange juice at a restaurant., Hypothesis: A man is drinking juice.. What is the correct answer to the premise 'An older man is drinking orange juice at a restaurant.' and hypothesis A man is drinking juice. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","9. The correct answer is **entailment**. The premise implies the hypothesis. An older man is a type of man, and orange juice is a type of juice. Therefore, the hypothesis is true if the premise is true.","9. the correct answer is **entailment**. the premise implies the hypothesis. an older man is a type of man, and orange juice is a type of juice. therefore, the hypothesis is true if the premise is true.

",{'entailment': 27},entailment,neutral,16.1225,entailment,entailment,entailment,entailment,5.93,5.93,True,37,0.35,7,1.0
19,An older man is drinking orange juice at a restaurant.,Two women are at a restaurant drinking wine.,"Premise: An older man is drinking orange juice at a restaurant., Hypothesis: Two women are at a restaurant drinking wine.. Based on what is historically known, what is the most likely answer to the premise 'An older man is drinking orange juice at a restaurant.' and hypothesis Two women are at a restaurant drinking wine. with options ""entailment"", ""neutral"", ""contradiction""? Provide historical context in your rationale.
","10. The answer is **contradiction**. The premise and the hypothesis are about different subjects and events. The premise describes an older man drinking orange juice at a restaurant, while the hypothesis describes two women at a restaurant drinking wine. The hypothesis contradicts the premise, because the number, gender, and beverage of the subjects are different. Therefore, the hypothesis is contradicted by the premise.","10. the answer is **contradiction**. the premise and the hypothesis are about different subjects and events. the premise describes an older man drinking orange juice at a restaurant, while the hypothesis describes two women at a restaurant drinking wine. the hypothesis contradicts the premise, because the number, gender, and beverage of the subjects are different. therefore, the hypothesis is contradicted by the premise.","{'contradiction': 20, 'contradicts': 270, 'contradicted': 396}",contradiction,historical,15.8475,contradiction,contradiction,neutral,contradiction,5.93,5.93,True,63,0.4,7,1.0
20,An older man is drinking orange juice at a restaurant.,A man in a restaurant is waiting for his meal to arrive.,"Premise: An older man is drinking orange juice at a restaurant., Hypothesis: A man in a restaurant is waiting for his meal to arrive.. What is the correct answer to the premise 'An older man is drinking orange juice at a restaurant.' and hypothesis A man in a restaurant is waiting for his meal to arrive. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","1. The correct answer is **neutral**. The premise and the hypothesis are not logically related. The older man drinking orange juice at a restaurant could be waiting for his meal to arrive, or he could have already finished his meal, or he could be just having orange juice. The hypothesis does not follow from the premise, nor does it contradict it.","1. the correct answer is **neutral**. the premise and the hypothesis are not logically related. the older man drinking orange juice at a restaurant could be waiting for his meal to arrive, or he could have already finished his meal, or he could be just having orange juice. the hypothesis does not follow from the premise, nor does it contradict it.

",{'neutral': 27},neutral,neutral,15.896768,neutral,neutral,neutral,neutral,5.93,5.93,True,61,0.365854,7,1.0
21,"A man with blond-hair, and a brown shirt drinking out of a public water fountain.",A blond man getting a drink of water from a fountain in the park.,"Premise: A man with blond-hair, and a brown shirt drinking out of a public water fountain., Hypothesis: A blond man getting a drink of water from a fountain in the park.. What is the correct answer to the premise 'A man with blond-hair, and a brown shirt drinking out of a public water fountain.' and hypothesis A blond man getting a drink of water from a fountain in the park. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
",2. The correct answer is **entailment**. The premise and the hypothesis are logically related. The blond man getting a drink of water from a fountain in the park is a more specific description of the man with blond-hair and a brown shirt drinking out of a public water fountain. The hypothesis follows from the premise.,"2. the correct answer is **entailment**. the premise and the hypothesis are logically related. the blond man getting a drink of water from a fountain in the park is a more specific description of the man with blond-hair and a brown shirt drinking out of a public water fountain. the hypothesis follows from the premise.

",{'entailment': 27},entailment,neutral,14.492955,entailment,entailment,entailment,entailment,5.25,4.57,True,56,0.606061,6,0.8571428571428571
22,"A man with blond-hair, and a brown shirt drinking out of a public water fountain.",A blond man wearing a brown shirt is reading a book on a bench in the park,"Premise: A man with blond-hair, and a brown shirt drinking out of a public water fountain., Hypothesis: A blond man wearing a brown shirt is reading a book on a bench in the park. What is the correct answer to the premise 'A man with blond-hair, and a brown shirt drinking out of a public water fountain.' and hypothesis A blond man wearing a brown shirt is reading a book on a bench in the park with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","3. The correct answer is **contradiction**. The premise and the hypothesis are logically related, but they are incompatible. The blond man wearing a brown shirt cannot be both drinking out of a public water fountain and reading a book on a bench in the park at the same time. The hypothesis contradicts the premise.","3. the correct answer is **contradiction**. the premise and the hypothesis are logically related, but they are incompatible. the blond man wearing a brown shirt cannot be both drinking out of a public water fountain and reading a book on a bench in the park at the same time. the hypothesis contradicts the premise.

","{'contradiction': 27, 'contradicts': 291}",contradiction,neutral,16.172115,contradiction,contradiction,contradiction,contradiction,5.93,5.93,True,54,0.538462,7,1.0
23,"A man with blond-hair, and a brown shirt drinking out of a public water fountain.",A blond man drinking water from a fountain.,"Premise: A man with blond-hair, and a brown shirt drinking out of a public water fountain., Hypothesis: A blond man drinking water from a fountain.. What is the correct answer to the premise 'A man with blond-hair, and a brown shirt drinking out of a public water fountain.' and hypothesis A blond man drinking water from a fountain. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
",4. The correct answer is **entailment**. The premise and the hypothesis are logically related. The blond man drinking water from a fountain is a more general description of the man with blond-hair and a brown shirt drinking out of a public water fountain. The hypothesis follows from the premise.,"4. the correct answer is **entailment**. the premise and the hypothesis are logically related. the blond man drinking water from a fountain is a more general description of the man with blond-hair and a brown shirt drinking out of a public water fountain. the hypothesis follows from the premise.

",{'entailment': 27},entailment,neutral,16.033017,entailment,entailment,entailment,entailment,5.93,5.93,True,50,0.517241,7,1.0
24,Two women who just had lunch hugging and saying goodbye.,The friends scowl at each other over a full dinner table.,"Premise: Two women who just had lunch hugging and saying goodbye., Hypothesis: The friends scowl at each other over a full dinner table.. What is the correct answer to the premise 'Two women who just had lunch hugging and saying goodbye.' and hypothesis The friends scowl at each other over a full dinner table. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","5. The correct answer is **contradiction**. The premise and the hypothesis are logically related, but they are incompatible. The two women who just had lunch hugging and saying goodbye cannot be the same as the friends scowling at each other over a full dinner table. The hypothesis contradicts the premise.","5. the correct answer is **contradiction**. the premise and the hypothesis are logically related, but they are incompatible. the two women who just had lunch hugging and saying goodbye cannot be the same as the friends scowling at each other over a full dinner table. the hypothesis contradicts the premise.

","{'contradiction': 27, 'contradicts': 283}",contradiction,neutral,16.161184,contradiction,contradiction,contradiction,contradiction,5.93,5.93,True,50,0.526316,7,1.0
25,Two women who just had lunch hugging and saying goodbye.,There are two woman in this picture.,"Premise: Two women who just had lunch hugging and saying goodbye., Hypothesis: There are two woman in this picture.. What is the correct answer to the premise 'Two women who just had lunch hugging and saying goodbye.' and hypothesis There are two woman in this picture. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
",6. The correct answer is **entailment**. The premise and the hypothesis are logically related. There are two women in this picture is a more general description of the two women who just had lunch hugging and saying goodbye. The hypothesis follows from the premise.,"6. the correct answer is **entailment**. the premise and the hypothesis are logically related. there are two women in this picture is a more general description of the two women who just had lunch hugging and saying goodbye. the hypothesis follows from the premise.

",{'entailment': 27},entailment,neutral,16.002984,entailment,entailment,entailment,entailment,5.93,5.93,True,44,0.483871,7,1.0
26,Two women who just had lunch hugging and saying goodbye.,"The friends have just met for the first time in 20 years, and have had a great time catching up.","Premise: Two women who just had lunch hugging and saying goodbye., Hypothesis: The friends have just met for the first time in 20 years, and have had a great time catching up.. What is the correct answer to the premise 'Two women who just had lunch hugging and saying goodbye.' and hypothesis The friends have just met for the first time in 20 years, and have had a great time catching up. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","7. The correct answer is **neutral**. The premise and the hypothesis are not logically related. The two women who just had lunch hugging and saying goodbye could be the friends who have just met for the first time in 20 years, or they could be regular friends, or they could be strangers. The hypothesis does not follow from the premise, nor does it contradict it.","7. the correct answer is **neutral**. the premise and the hypothesis are not logically related. the two women who just had lunch hugging and saying goodbye could be the friends who have just met for the first time in 20 years, or they could be regular friends, or they could be strangers. the hypothesis does not follow from the premise, nor does it contradict it.

",{'neutral': 27},neutral,neutral,15.984573,neutral,neutral,neutral,neutral,5.93,5.93,True,65,0.463415,7,1.0
27,"Two women, holding food carryout containers, hug.","The two sisters saw each other across the crowded diner and shared a hug, both clutching their doggie bags.","Premise: Two women, holding food carryout containers, hug., Hypothesis: The two sisters saw each other across the crowded diner and shared a hug, both clutching their doggie bags.. What is the correct answer to the premise 'Two women, holding food carryout containers, hug.' and hypothesis The two sisters saw each other across the crowded diner and shared a hug, both clutching their doggie bags. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","8. The correct answer is **neutral**. The premise and the hypothesis are not logically related. The two women, holding food carryout containers, hug could be the two sisters who saw each other across the crowded diner, or they could be friends, or they could be co-workers. The hypothesis does not follow from the premise, nor does it contradict it.","8. the correct answer is **neutral**. the premise and the hypothesis are not logically related. the two women, holding food carryout containers, hug could be the two sisters who saw each other across the crowded diner, or they could be friends, or they could be co-workers. the hypothesis does not follow from the premise, nor does it contradict it.

",{'neutral': 27},neutral,neutral,15.9275,neutral,neutral,entailment,neutral,5.93,5.93,True,60,0.4,7,1.0
28,"Two women, holding food carryout containers, hug.",Two groups of rival gang members flipped each other off.,"Premise: Two women, holding food carryout containers, hug., Hypothesis: Two groups of rival gang members flipped each other off.. What is the correct answer to the premise 'Two women, holding food carryout containers, hug.' and hypothesis Two groups of rival gang members flipped each other off. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","9. The correct answer is **contradiction**. The premise and the hypothesis are logically related, but they are incompatible. The two women, holding food carryout containers, hug cannot be the same as the two groups of rival gang members flipping each other off. The hypothesis contradicts the premise.","9. the correct answer is **contradiction**. the premise and the hypothesis are logically related, but they are incompatible. the two women, holding food carryout containers, hug cannot be the same as the two groups of rival gang members flipping each other off. the hypothesis contradicts the premise.

","{'contradiction': 27, 'contradicts': 277}",contradiction,neutral,16.073214,contradiction,contradiction,contradiction,contradiction,5.93,5.93,True,47,0.428571,7,1.0
29,"Two women, holding food carryout containers, hug.",Two women hug each other.,"Premise: Two women, holding food carryout containers, hug., Hypothesis: Two women hug each other.. What is the correct answer to the premise 'Two women, holding food carryout containers, hug.' and hypothesis Two women hug each other. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","10. The correct answer is **entailment**. The premise and the hypothesis are logically related. The two women hug each other is a more general description of the two women, holding food carryout containers, hug. The hypothesis follows from the premise.","10. the correct answer is **entailment**. the premise and the hypothesis are logically related. the two women hug each other is a more general description of the two women, holding food carryout containers, hug. the hypothesis follows from the premise.",{'entailment': 28},entailment,neutral,15.8675,entailment,entailment,entailment,entailment,5.93,5.93,True,40,0.333333,7,1.0
30,A Little League team tries to catch a runner sliding into a base in an afternoon game.,A team is trying to score the games winning out.,"Premise: A Little League team tries to catch a runner sliding into a base in an afternoon game., Hypothesis: A team is trying to score the games winning out.. For the premise 'A Little League team tries to catch a runner sliding into a base in an afternoon game.' and hypothesis A team is trying to score the games winning out., among the choices ""entailment"", ""neutral"", ""contradiction"", which is the most likely answer? Highlight what sets your choice apart from the others.
","1. The most likely answer is **neutral**. This is because the hypothesis does not necessarily follow from the premise, nor does it contradict it. It is possible that the game is not in its final stage, or that the runner is not the last out. Therefore, the hypothesis is neither entailed nor contradicted by the premise."," is **neutral**. this is because the hypothesis does not necessarily follow from the premise, nor does it contradict it. it is possible that the game is not in its final stage, or that the runner is not the last out. therefore, the hypothesis is neither entailed nor contradicted by the premise.

","{'neutral': 6, 'entailed': 254, 'contradicted': 267}",neutral,contrastive,15.796324,neutral,neutral,neutral,neutral,5.93,5.93,True,56,0.176471,7,1.0
31,A Little League team tries to catch a runner sliding into a base in an afternoon game.,A team is trying to tag a runner out.,"Premise: A Little League team tries to catch a runner sliding into a base in an afternoon game., Hypothesis: A team is trying to tag a runner out.. What is the correct answer to the premise 'A Little League team tries to catch a runner sliding into a base in an afternoon game.' and hypothesis A team is trying to tag a runner out. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","2. The correct answer is **entailment**. The hypothesis is logically implied by the premise. If a team is trying to catch a runner sliding into a base, then they are also trying to tag the runner out. The hypothesis is a more specific way of describing the premise.","2. the correct answer is **entailment**. the hypothesis is logically implied by the premise. if a team is trying to catch a runner sliding into a base, then they are also trying to tag the runner out. the hypothesis is a more specific way of describing the premise.

",{'entailment': 27},entailment,neutral,15.915887,entailment,entailment,entailment,entailment,5.93,5.93,True,48,0.387097,7,1.0
