Unnamed: 0,Unnamed: 0,premise,hypothesis,prompt,rationale,split,correct_index,LLM_answer,judge_source,judge_score,candidate_label,gold_label,paper_gold_label,voted_label,voted_label_support,voted_label_margin,label_match,word_count,overlap_score,agreement_count,agreement_ratio,judge_view_rank,source_pack,example_key,row_key,quality_score,source_bucket
10,10,A person painting a mural on the side of a building while people are standing around watching.,People watch as a person paints the side of a building.,"Premise: A person painting a mural on the side of a building while people are standing around watching., Hypothesis: People watch as a person paints the side of a building.. For the premise 'A person painting a mural on the side of a building while people are standing around watching.' and hypothesis People watch as a person paints the side of a building., what is the correct answer among the options ""entailment"", ""neutral"", ""contradiction""? Explain the cause-and-effect relationship between the question and your chosen answer.
","10. The correct answer is **entailment**. This means that the hypothesis is necessarily true based on the premise. The premise states that a person is painting a mural on the side of a building while people are standing around watching, which implies that people watch as a person paints the side of a building. Therefore, the hypothesis is entailed by the premise.","10. the correct answer is **entailment**. this means that the hypothesis is necessarily true based on the premise. the premise states that a person is painting a mural on the side of a building while people are standing around watching, which implies that people watch as a person paints the side of a building. therefore, the hypothesis is entailed by the premise.","{'entailment': 28, 'entailed': 341}",entailment,causal,23.145,entailment,entailment,entailment,entailment,6.25,6.250000000000001,True,62,0.5,7,1.0,1,singleview_superclean,a person painting a mural on the side of a building while people are standing around watching.</s>people watch as a person paints the side of a building.,"a person painting a mural on the side of a building while people are standing around watching.</s>people watch as a person paints the side of a building.||10. the correct answer is **entailment**. this means that the hypothesis is necessarily true based on the premise. the premise states that a person is painting a mural on the side of a building while people are standing around watching, which implies that people watch as a person paints the side of a building. therefore, the hypothesis is entailed by the premise.||entailment",25.630000000000003,singleview_superclean::causal
11,11,A man standing on a boat is pulling rope out of the ocean.,The man is standing.,"Premise: A man standing on a boat is pulling rope out of the ocean., Hypothesis: The man is standing.. What is the correct answer to the premise 'A man standing on a boat is pulling rope out of the ocean.' and hypothesis The man is standing. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","7. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that a man standing on a boat is pulling rope out of the ocean, which implies that he is also standing. Therefore, the hypothesis is a more general statement that follows from the premise.","7. the correct answer is **entailment**. this means that the hypothesis is true given the premise. the premise states that a man standing on a boat is pulling rope out of the ocean, which implies that he is also standing. therefore, the hypothesis is a more general statement that follows from the premise.

",{'entailment': 27},entailment,neutral,23.133182,entailment,entailment,entailment,entailment,6.25,6.250000000000001,True,53,0.363636,7,1.0,1,singleview_superclean,a man standing on a boat is pulling rope out of the ocean.</s>the man is standing.,"a man standing on a boat is pulling rope out of the ocean.</s>the man is standing.||7. the correct answer is **entailment**. this means that the hypothesis is true given the premise. the premise states that a man standing on a boat is pulling rope out of the ocean, which implies that he is also standing. therefore, the hypothesis is a more general statement that follows from the premise.||entailment",25.618182000000004,singleview_superclean::neutral
12,12,A man plays guitar along the side of a street.,A man uses an instrument to make music.,"Premise: A man plays guitar along the side of a street., Hypothesis: A man uses an instrument to make music.. Given the premise 'A man plays guitar along the side of a street.' and hypothesis A man uses an instrument to make music., which among the choices ""entailment"", ""neutral"", ""contradiction"", is the correct answer? Explain your reasoning using conditional statements.
","4. The correct answer is **entailment**. This means that the hypothesis is true given the premise. My reasoning is: If a man plays guitar along the side of a street, then he uses an instrument to make music. Therefore, the hypothesis is a logical consequence of the premise.","4. the correct answer is **entailment**. this means that the hypothesis is true given the premise. my reasoning is: if a man plays guitar along the side of a street, then he uses an instrument to make music. therefore, the hypothesis is a logical consequence of the premise.

",{'entailment': 27},entailment,if_else,22.953824,entailment,entailment,entailment,entailment,6.25,6.250000000000001,True,48,0.441176,7,1.0,1,singleview_superclean,a man plays guitar along the side of a street.</s>a man uses an instrument to make music.,"a man plays guitar along the side of a street.</s>a man uses an instrument to make music.||4. the correct answer is **entailment**. this means that the hypothesis is true given the premise. my reasoning is: if a man plays guitar along the side of a street, then he uses an instrument to make music. therefore, the hypothesis is a logical consequence of the premise.||entailment",25.438824000000004,singleview_superclean::if_else
13,13,Three guys and a girl are all jumping in a pool together.,The people are all jumping into a body of water.,"Premise: Three guys and a girl are all jumping in a pool together., Hypothesis: The people are all jumping into a body of water.. Compare the options ""entailment"", ""neutral"", ""contradiction"" and identify the most likely answer to the premise 'Three guys and a girl are all jumping in a pool together.' and hypothesis The people are all jumping into a body of water.. Explain why your choice is better than the others.
","7. The most likely answer is **entailment**. This means that the hypothesis is necessarily true given the premise. The premise states that three guys and a girl are all jumping in a pool together, which implies that they are all jumping into a body of water. Therefore, the hypothesis is a more general statement that follows from the premise."," is **entailment**. this means that the hypothesis is necessarily true given the premise. the premise states that three guys and a girl are all jumping in a pool together, which implies that they are all jumping into a body of water. therefore, the hypothesis is a more general statement that follows from the premise.

",{'entailment': 6},entailment,comparative,22.911667,entailment,entailment,entailment,entailment,6.25,6.250000000000001,True,59,0.410256,7,1.0,1,singleview_superclean,three guys and a girl are all jumping in a pool together.</s>the people are all jumping into a body of water.,"three guys and a girl are all jumping in a pool together.</s>the people are all jumping into a body of water.||7. the most likely answer is **entailment**. this means that the hypothesis is necessarily true given the premise. the premise states that three guys and a girl are all jumping in a pool together, which implies that they are all jumping into a body of water. therefore, the hypothesis is a more general statement that follows from the premise.||entailment",25.396667000000004,singleview_superclean::comparative
14,14,A motorcyclist drives up the side of a green mountain while another bike remains stationary.,A motorcylist is driving.,"Premise: A motorcyclist drives up the side of a green mountain while another bike remains stationary., Hypothesis: A motorcylist is driving.. Based on what is historically known, what is the most likely answer to the premise 'A motorcyclist drives up the side of a green mountain while another bike remains stationary.' and hypothesis A motorcylist is driving. with options ""entailment"", ""neutral"", ""contradiction""? Provide historical context in your rationale.
","10. The answer is **entailment**. A motorcyclist is driving is a more general statement than a motorcyclist drives up the side of a green mountain while another bike remains stationary. Therefore, the hypothesis is entailed by the premise.","10. the answer is **entailment**. a motorcyclist is driving is a more general statement than a motorcyclist drives up the side of a green mountain while another bike remains stationary. therefore, the hypothesis is entailed by the premise.","{'entailment': 20, 'entailed': 215}",entailment,historical,23.101296,entailment,entailment,entailment,entailment,6.25,6.250000000000001,True,38,0.592593,7,1.0,1,singleview_superclean,a motorcyclist drives up the side of a green mountain while another bike remains stationary.</s>a motorcylist is driving.,"a motorcyclist drives up the side of a green mountain while another bike remains stationary.</s>a motorcylist is driving.||10. the answer is **entailment**. a motorcyclist is driving is a more general statement than a motorcyclist drives up the side of a green mountain while another bike remains stationary. therefore, the hypothesis is entailed by the premise.||entailment",25.586296000000004,singleview_superclean::historical
15,15,An oriental women with black sunglasses and a black shirt holding up a cellphone.,the asian woman in shades holds a phone,"Premise: An oriental women with black sunglasses and a black shirt holding up a cellphone., Hypothesis: the asian woman in shades holds a phone. What is the commonly agreed-upon answer to the premise 'An oriental women with black sunglasses and a black shirt holding up a cellphone.' and hypothesis the asian woman in shades holds a phone with options ""entailment"", ""neutral"", ""contradiction""? Justify your answer based on general knowledge. 
","3. The answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that an oriental woman with black sunglasses and a black shirt is holding up a cellphone, which implies that she is also an asian woman in shades holding a phone. Therefore, the hypothesis is a paraphrase of the premise.","3. the answer is **entailment**. this means that the hypothesis is true given the premise. the premise states that an oriental woman with black sunglasses and a black shirt is holding up a cellphone, which implies that she is also an asian woman in shades holding a phone. therefore, the hypothesis is a paraphrase of the premise.

",{'entailment': 19},entailment,consensus,22.900143,entailment,entailment,entailment,entailment,6.25,6.250000000000001,True,57,0.485714,7,1.0,1,singleview_superclean,an oriental women with black sunglasses and a black shirt holding up a cellphone.</s>the asian woman in shades holds a phone,"an oriental women with black sunglasses and a black shirt holding up a cellphone.</s>the asian woman in shades holds a phone||3. the answer is **entailment**. this means that the hypothesis is true given the premise. the premise states that an oriental woman with black sunglasses and a black shirt is holding up a cellphone, which implies that she is also an asian woman in shades holding a phone. therefore, the hypothesis is a paraphrase of the premise.||entailment",25.385143000000003,singleview_superclean::consensus
16,16,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",One adult is hurt because of the ride they took.,"Premise: Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride., Hypothesis: One adult is hurt because of the ride they took.. For the premise 'Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.' and hypothesis One adult is hurt because of the ride they took., among the choices ""entailment"", ""neutral"", ""contradiction"", which is the most likely answer? Highlight what sets your choice apart from the others.
","4. The most likely answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that one adult is helping the other to fix an injury to his arm after a brief ride, which implies that one adult is hurt because of the ride they took. Therefore, the hypothesis is entailed by the premise."," is **entailment**. this means that the hypothesis is true given the premise. the premise states that one adult is helping the other to fix an injury to his arm after a brief ride, which implies that one adult is hurt because of the ride they took. therefore, the hypothesis is entailed by the premise.

","{'entailment': 6, 'entailed': 278}",entailment,contrastive,23.269737,entailment,entailment,neutral,entailment,6.25,6.250000000000001,True,59,0.552632,7,1.0,1,singleview_superclean,"two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.</s>one adult is hurt because of the ride they took.","two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.</s>one adult is hurt because of the ride they took.||4. the most likely answer is **entailment**. this means that the hypothesis is true given the premise. the premise states that one adult is helping the other to fix an injury to his arm after a brief ride, which implies that one adult is hurt because of the ride they took. therefore, the hypothesis is entailed by the premise.||entailment",25.754737000000002,singleview_superclean::contrastive
17,17,Four athletes from two different teams are competing in their sport on the ice rink.,People are playing a game on the ice.,"Premise: Four athletes from two different teams are competing in their sport on the ice rink., Hypothesis: People are playing a game on the ice.. For the premise 'Four athletes from two different teams are competing in their sport on the ice rink.' and hypothesis People are playing a game on the ice., what is the correct answer among the options ""entailment"", ""neutral"", ""contradiction""? Explain the cause-and-effect relationship between the question and your chosen answer.
","5. The correct answer is **entailment**. This means that the hypothesis is necessarily true given the premise. The premise states that four athletes from two different teams are competing in their sport on the ice rink, which implies that they are playing a game on the ice. Therefore, the hypothesis follows logically from the premise.","5. the correct answer is **entailment**. this means that the hypothesis is necessarily true given the premise. the premise states that four athletes from two different teams are competing in their sport on the ice rink, which implies that they are playing a game on the ice. therefore, the hypothesis follows logically from the premise.

",{'entailment': 27},entailment,causal,23.130946,entailment,entailment,entailment,entailment,6.25,6.250000000000001,True,55,0.486486,7,1.0,1,singleview_superclean,four athletes from two different teams are competing in their sport on the ice rink.</s>people are playing a game on the ice.,"four athletes from two different teams are competing in their sport on the ice rink.</s>people are playing a game on the ice.||5. the correct answer is **entailment**. this means that the hypothesis is necessarily true given the premise. the premise states that four athletes from two different teams are competing in their sport on the ice rink, which implies that they are playing a game on the ice. therefore, the hypothesis follows logically from the premise.||entailment",25.615946000000005,singleview_superclean::causal
18,18,A camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park.,Someone is filming.,"Premise: A camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park., Hypothesis: Someone is filming.. What is the correct answer to the premise 'A camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park.' and hypothesis Someone is filming. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","2. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that a camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park, which implies that someone is filming. Therefore, the hypothesis is a logical consequence of the premise.","2. the correct answer is **entailment**. this means that the hypothesis is true given the premise. the premise states that a camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park, which implies that someone is filming. therefore, the hypothesis is a logical consequence of the premise.

",{'entailment': 27},entailment,neutral,23.125588,entailment,entailment,entailment,entailment,6.25,6.250000000000001,True,56,0.529412,7,1.0,1,singleview_superclean,a camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park.</s>someone is filming.,"a camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park.</s>someone is filming.||2. the correct answer is **entailment**. this means that the hypothesis is true given the premise. the premise states that a camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park, which implies that someone is filming. therefore, the hypothesis is a logical consequence of the premise.||entailment",25.610588000000003,singleview_superclean::neutral
19,19,An old man wearing khaki pants and a brown shirt standing on the sidewalk in front of a building.,The old man is standing outside of a building.,"Premise: An old man wearing khaki pants and a brown shirt standing on the sidewalk in front of a building., Hypothesis: The old man is standing outside of a building.. Given the premise 'An old man wearing khaki pants and a brown shirt standing on the sidewalk in front of a building.' and hypothesis The old man is standing outside of a building., which among the choices ""entailment"", ""neutral"", ""contradiction"", is the correct answer? Explain your reasoning using conditional statements.
","1. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The reasoning is as follows: If an old man is standing on the sidewalk in front of a building, then he is standing outside of a building. Therefore, the premise entails the hypothesis.","1. the correct answer is **entailment**. this means that the hypothesis is true given the premise. the reasoning is as follows: if an old man is standing on the sidewalk in front of a building, then he is standing outside of a building. therefore, the premise entails the hypothesis.

","{'entailment': 27, 'entails': 260}",entailment,if_else,22.95,entailment,entailment,entailment,entailment,6.25,6.250000000000001,True,49,0.4375,7,1.0,1,singleview_superclean,an old man wearing khaki pants and a brown shirt standing on the sidewalk in front of a building.</s>the old man is standing outside of a building.,"an old man wearing khaki pants and a brown shirt standing on the sidewalk in front of a building.</s>the old man is standing outside of a building.||1. the correct answer is **entailment**. this means that the hypothesis is true given the premise. the reasoning is as follows: if an old man is standing on the sidewalk in front of a building, then he is standing outside of a building. therefore, the premise entails the hypothesis.||entailment",25.435000000000002,singleview_superclean::if_else
