|premise|hypothesis|rationales
35|Three dogs playing in the snow while one dog wears a jacket.|There are dogs sitting in the snow|"6. Rationale: The premise states that three dogs are playing in the snow, and one of them is wearing a jacket. The hypothesis merely states that there are dogs sitting in the snow, which is consistent with the premise.
Answer: Entailment"
36|A yellow dog shaking off from a jump into a stream.|A dog is cold from the water.|"7. Rationale: The premise describes a yellow dog shaking off after jumping into a stream, while the hypothesis suggests the dog is cold from the water. The hypothesis aligns with the premise, as shaking off water can be a response to being cold.
Answer: Entailment"
37|A street performer dressed as an angel doing a balancing act.|The street performer is wearing a costume.|"8. Rationale: The premise mentions a street performer dressed as an angel doing a balancing act, while the hypothesis suggests the performer is wearing a costume. These statements are similar in meaning and do not contrast with each other.
Answer: Entailment"
38|A volleyball player in an orange shirt jumps into the air to hit the ball.|The man is spiking the ball.|"9. Rationale: The premise portrays a volleyball player in an orange shirt jumping to hit the ball, while the hypothesis states that the man is spiking the ball. The hypothesis complements the premise, as spiking the ball involves hitting it aggressively.
Answer: Entailment"
39|Tattooed female hipster with over-sized belt smiles while another woman stands in background.|A female is wearing jeans.|"10. Rationale: The premise describes a tattooed female hipster with an oversized belt smiling, while another woman stands in the background. The hypothesis mentions a female wearing jeans, which is consistent with the description of the hipster in the premise.
Answer: Entailment"
40|The hiker pokes out of her tent to find that snow is everywhere.|A hiker looks out of her tent to see snow.|"1. Rationale: The premise and the hypothesis both describe a hiker looking outside the tent. The only difference is the presence of snow in the premise, which is not mentioned in the hypothesis. However, this difference does not contradict the hypothesis, as it is still possible for the hiker to be looking out of the tent without explicitly mentioning the presence of snow. Therefore, the answer is ""neutral""."
41|An older man reads a newspaper in front of a store.|A man is standing outside.|"2. Rationale: The premise describes an older man reading a newspaper in front of a store, while the hypothesis states that a man is standing outside. The hypothesis accurately captures the main idea of the premise, which is about a man in an outdoor setting. Therefore, the answer is ""entailment""."
42|A child stands outside with a crowd of adults in white.|The siblings are playing with their classmates in the classroom.|"3. Rationale: The premise describes a child standing outside with a crowd of adults in white, while the hypothesis states that the siblings are playing with their classmates in the classroom. There is no explicit mention of siblings, classmates, or a classroom in the premise. Therefore, the hypothesis contradicts the premise, making the answer ""contradiction""."
43|A woman and man with bikes stand by a man with a guitar in front of a large building with a balcony.|A couple are skateboarding around town together.|"4. Rationale: The premise describes a woman and man with bikes standing by a man with a guitar in front of a large building with a balcony. The hypothesis states that a couple is skateboarding around town together. The hypothesis introduces the concept of skateboarding, which is not mentioned in the premise. Therefore, the hypothesis does not accurately capture the main idea of the premise, resulting in a ""contradiction""."
44|Grandmother holding on to her adorable granddaughter in a flower print brown footy.|The grandma and granddaughter are at a park.|"5. Rationale: The premise describes a grandmother holding on to her adorable granddaughter in a flower print brown footy. The hypothesis states that the grandma and granddaughter are at a park. While both the premise and hypothesis mention a grandmother and granddaughter, their specific location is not mentioned in the premise. Therefore, the hypothesis does not contradict the premise, making the answer ""neutral""."
45|A construction worker checking out the building site.|A construction worker is checking out the site.|"6. Rationale: The premise describes a construction worker checking out the building site, while the hypothesis states that a construction worker is checking out the site. The hypothesis accurately captures the main idea of the premise, which is about a construction worker inspecting a construction site. Therefore, the answer is ""entailment""."
46|Asian children eating together.|Children are outside playing|"7. Rationale: The premise describes Asian children eating together, while the hypothesis states that children are outside playing. The hypothesis introduces the concept of playing outside, which is not mentioned in the premise. Therefore, the hypothesis does not accurately capture the main idea of the premise, resulting in a ""contradiction""."
47|A group of men wearing cowboy hats are sitting next to a horse.|A group of men are at a rodeo.|"8. Rationale: The premise describes a group of men wearing cowboy hats sitting next to a horse, while the hypothesis states that a group of men are at a rodeo. The premise mentions cowboy hats and a horse, which are often associated with rodeos. Therefore, the hypothesis accurately captures the main idea of the premise, making the answer ""entailment""."
48|The giraffe's brown spots are separated by white lines.|The Giraffe has spots|"9. Rationale: The premise describes the giraffe's brown spots being separated by white lines, while the hypothesis states that the giraffe has spots. The hypothesis accurately captures the main idea of the premise, which is about the spots on a giraffe. Therefore, the answer is ""entailment""."
49|A young woman and her friend waiting for the court hearing in the city of Portland, Oregon.|There is a woman and her friend waiting for court.|"10. Rationale: The premise describes a young woman and her friend waiting for the court hearing in the city of Portland, Oregon. The hypothesis states that there is a woman and her friend waiting for court. The hypothesis accurately captures the main idea of the premise, which is about individuals waiting for a court hearing. Therefore, the answer is ""entailment""."
50|A young Indian man sits atop a concrete structure with a saw and is carving it while what appears to be a woman because of her dress and legs is in the background.|A man is carving a statue.|"1. Rationale: The premise describes a man carving a concrete structure, which aligns with the hypothesis that a man is carving a statue. Therefore, the hypothesis is an entailment of the premise.
Answer: entailment"
51|A small group of people listening to a speaker or presentation.|The teacher is teaching a group|"2. Rationale: The premise depicts a small group of people listening to a speaker, matching the hypothesis that the teacher is teaching a group. Thus, the hypothesis is an entailment of the premise.
Answer: entailment"
52|Three people dressed in red, green, and black view a cliff that overlooks a body of water.|Three people look over a cliff at a body of water.|"3. Rationale: The premise presents three people viewing a cliff overlooking water, which affirms the hypothesis that three people are looking over a cliff at a body of water. Hence, the hypothesis is an entailment of the premise.
Answer: entailment"
53|These are women members of a musical symphony dressed in black and carrying red flags outside an ornate building.|The women are wearing white.|"4. Rationale: The premise describes women in black attire carrying red flags, contradicting the hypothesis that the women are wearing white. Thus, the hypothesis contradicts the premise.
Answer: contradiction"
54|People enjoy some beverages on a sunny day.|There are containers for the beverages.|"5. Rationale: The premise states that people are enjoying beverages, suggesting the presence of containers for the beverages, which agrees with the hypothesis. Therefore, the hypothesis is an entailment of the premise.
Answer: entailment"
55|A person peaks their head out of a tent set up in a snowy field.|The person is the Bermudas on the beach.|"6. Rationale: The premise describes a person peeking out of a tent in a snowy field, while the hypothesis implies the person being in the Bermuda, which contradicts the snowy field setting. Thus, the hypothesis contradicts the premise.
Answer: contradiction"
56|A young toddler is seen crying.|A grown man cries because of divorce.|"7. Rationale: The premise states that a young toddler is crying, while the hypothesis pertains to a grown man crying due to divorce. These two statements do not directly relate, so the hypothesis is neutral to the premise.
Answer: neutral"
57|A group of people hanging out and playing a board game.|A group of friends are playing a board game|"8. Rationale: The premise describes a group of people hanging out and playing a board game, which aligns with the hypothesis that a group of friends are playing a board game. Thus, the hypothesis is an entailment of the premise.
Answer: entailment"
58|One guy wearing a blue shirt and a cowboy hat is painting a picture, as tourists in the background walk.|the man is a famous artist|"9. Rationale: The premise depicts a man painting a picture, but it does not provide any information on whether the man is a famous artist. Therefore, the hypothesis does not contradict the premise, but it is not necessarily entailed by it.
Answer: neutral"
59|Two workers work in an industrial bakery.|People enjoy a few too many cakes.|"10. Rationale: The premise states that two workers are working in an industrial bakery, while the hypothesis relates to people enjoying too many cakes. Although the premise involves workers, it does not directly address the consumption of cakes by people. Thus, the hypothesis is neutral to the premise.
Answer: neutral"
60|A young businessman walking down the street while a black bird flies in front of him.|A businessman is walking down the street.|1. Rationale: The premise describes a young businessman walking down the street, which aligns with the hypothesis that a businessman is walking down the street. There is no contradiction or contradiction between the premise and hypothesis. Lexical diversity: 0.9. Answer: entailment.
61|The yellow dog is in the snow with a red ball.|A yellow dog is playing in the snow.|2. Rationale: The premise depicts a yellow dog being in the snow with a red ball, which supports the hypothesis that a yellow dog is playing in the snow. There is no contradiction or contradiction between the premise and hypothesis. Lexical diversity: 1. Answer: entailment.
62|This is an Indian lady sitting with some sort of food next to her.|An Indian lady has a bowl of curry next to her.|3. Rationale: The premise states that there is an Indian lady sitting with some sort of food next to her, which is consistent with the hypothesis that an Indian lady has a bowl of curry next to her. There is no contradiction or contradiction between the premise and hypothesis. Lexical diversity: 0.85. Answer: entailment.
63|A man is splitting wood on a snowy day in the driveway to a white house.|A man is outside in the snow.|4. Rationale: The premise describes a man splitting wood on a snowy day, which coincides with the hypothesis that a man is outside in the snow. There is no contradiction or contradiction between the premise and hypothesis. Lexical diversity: 0.9. Answer: entailment.
64|An older man sitting in front of a car.|An older man relaxes in front of a car.|5. Rationale: The premise portrays an older man sitting in front of a car, which aligns with the hypothesis that an older man relaxes in front of a car. There is no contradiction or contradiction between the premise and hypothesis. Lexical diversity: 1. Answer: entailment.
65|A lot of people are on the street holding balloons.|People are watching the drunk clown make perverted balloon animals.|6. Rationale: The premise states that a lot of people are on the street holding balloons. However, the hypothesis introduces unrelated and inappropriate content about a drunk clown making perverted balloon animals. This contradicts the premise and does not relate to it. Lexical diversity: 0.75. Answer: contradiction.
66|A middle-aged man in a trench coat sleeps on a bus or train.|The man is sleeping while his head propped on a pole in the bus.|7. Rationale: The premise describes a middle-aged man in a trench coat sleeping on a bus or train, which coincides with the hypothesis that the man is sleeping with his head propped on a pole on the bus. There is no contradiction or contradiction between the premise and hypothesis. Lexical diversity: 0.85. Answer: entailment.
67|People getting ready to attend a big church event.|The people are waiting in their cars.|8. Rationale: The premise states that people are getting ready to attend a big church event, while the hypothesis introduces a different scenario of people waiting in their cars. Although the situations are related to people preparing for an event, the specific context differs. There is a slight contradiction between the premise and hypothesis. Lexical diversity: 0.95. Answer: contradiction.
68|a black motorcycle is parked in a parking lot while another comes around the hill.|Both motorcycles are in the garage.|9. Rationale: The premise describes a black motorcycle parked in a parking lot while another motorcycle comes around the hill, which does not align with the hypothesis that both motorcycles are in the garage. The locations mentioned in the premise and hypothesis differ. There is contradiction between the premise and hypothesis. Lexical diversity: 0.95. Answer: contradiction.
69|A surfer is on a wave.|A person surfing.|10. Rationale: The premise states that a surfer is on a wave, which supports the hypothesis that a person is surfing. There is no contradiction or contradiction between the premise and hypothesis. Lexical diversity: 1. Answer: entailment.
70|A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.|This road worker at the intersection loves his job.|"1. Rationale: The premise describes a road worker standing in an intersection holding a flag. The hypothesis states that this road worker loves his job. There is no direct contradiction between the two statements, as the premise does not provide any information about the road worker's feelings towards his job. However, the hypothesis goes beyond the information given in the premise, making it an inference rather than a direct implication. Therefore, the answer is ""neutral."""
71|A group of people wait at the bottom of the stairs that two men in suits are walking down.|There are people camping.|"2. Rationale: The premise describes a group of people waiting at the bottom of the stairs while two men in suits walk down. The hypothesis states that there are people camping. There is no information provided in the premise that directly supports or contradicts the hypothesis of people camping. Thus, there is no logical connection between the premise and hypothesis, resulting in a ""neutral"" answer."
72|A female in a gray coat and with a red purse is sitting on a green park bench reading a newspaper.|The woman is standing on the scale.|"3. Rationale: The premise describes a woman sitting on a park bench reading a newspaper. The hypothesis states that the woman is standing on a scale. These two statements do not possess any logical connection or contradiction. The premise provides no information about the woman's weight or any indication that she is standing on a scale. Therefore, the answer is ""neutral."""
73|A woman in a white shirt and red jeans is carrying a plastic bag and cellphone while walking along the street by art prints.|The woman is out for a walk.|"4. Rationale: The premise describes a woman walking along the street, carrying a plastic bag and cellphone, passing by art prints. The hypothesis states that the woman is out for a walk. The premise directly supports the hypothesis, as it clearly describes the woman walking. Therefore, the answer is ""entailment."""
74|A player fell down onto a hard court in women's volleyball.|A woman fell while playing volleyball|"5. Rationale: The premise describes a player falling onto a hard court in women's volleyball. The hypothesis states that a woman fell while playing volleyball. The premise directly supports the hypothesis, as it describes a player falling in a women's volleyball game. Therefore, the answer is ""entailment."""
75|The sitting girl with the taco is helping some men sell toys.|The girl is helping the men sell things.|"6. Rationale: The premise describes a girl with a taco helping men sell toys. The hypothesis states that the girl is helping the men sell things. The premise directly supports the hypothesis, as it explicitly states that the girl is helping the men sell toys. Therefore, the answer is ""entailment."""
76|A white puppy walks down a dirt path trailing his leash on the ground behind him.|A puppy is out for a walk with his owner.|"7. Rationale: The premise describes a white puppy walking on a dirt path with its leash trailing behind. The hypothesis states that a puppy is out for a walk with its owner. The premise supports the hypothesis, as it describes a puppy walking with a leash trailing behind, suggesting that there is an owner involved. Therefore, the answer is ""entailment."""
77|A man in red looks into the stall of a seller at a market.|There are people at a market.|"8. Rationale: The premise describes a man in red looking into a seller's stall at a market. The hypothesis states that there are people at a market. The premise directly supports the hypothesis, as it describes a man at a market. Therefore, the answer is ""entailment."""
78|People in an outdoor market with colorful plastic containers filled with dried food.|The people are inside of a mall, because there is a big sale.|"9. Rationale: The premise describes people in an outdoor market with colorful plastic containers filled with dried food. The hypothesis states that the people are inside a mall because there is a big sale. The premise does not provide any information about the location or whether there is a sale, contradicting the hypothesis. Therefore, the answer is ""contradiction."""
79|A group of motocross racers lined up to start.|A group of motocross racers are lined up to race a mile.|"10. Rationale: The premise describes a group of motocross racers lined up to start. The hypothesis states that the group of motocross racers are lined up to race a mile. The premise supports the hypothesis, as it describes motocross racers lined up to start, which implies a race is about to take place. Therefore, the answer is ""entailment."""
80|A camera women filming an entertainment event.|the woman is sixty|"1. Rationale: The premise states that a camera woman is filming an entertainment event. However, the hypothesis states that the woman is sixty. These statements do not contradict each other or provide any evidence to support or reject the hypothesis. Therefore, the answer is ""neutral."""
81|A man in a gray t-shirt juggling 3 white pins in a park.|A man practicing juggling 3 white pins.|"2. Rationale: The premise describes a man in a gray t-shirt juggling 3 white pins in a park, while the hypothesis suggests that the man is practicing juggling 3 white pins. The statement in the hypothesis aligns with the information provided in the premise, making it a logical inference. Thus, the answer is ""entailment."""
82|A woman wearing a red and white apron is standing next to a wall with the number 333 written on it.|A woman is wearing an apron.|"3. Rationale: The premise mentions a woman wearing a red and white apron standing next to a wall with the number 333 written on it. The hypothesis simply states that a woman is wearing an apron. The hypothesis is consistent with the information given in the premise, as wearing an apron is part of the described scenario. Therefore, the answer is ""entailment."""
83|A person skateboarding at a skate park.|This skateboarder is wearing a helmet as is required at the skate park.|"4. Rationale: The premise states that a person is skateboarding at a skate park, while the hypothesis adds the information that the skateboarder is wearing a helmet, as required at the skate park. The additional information regarding the helmet aligns with the premise, implying that the skateboarder is indeed wearing a helmet. Hence, the answer is ""entailment."""
84|Person sitting at a desk in a library.|The person is playing outside.|"5. Rationale: The premise describes a person sitting at a desk in a library, while the hypothesis claims that the person is playing outside. These statements contradict each other, as the first statement suggests an indoor location (library) while the second statement describes an outdoor activity (playing outside). Therefore, the answer is ""contradiction."""
85|A woman sings and plays a small guitar and a drummer sits behind her playing maracas.|Two goldfish are riding bikes in a giant pile of mashed potatoes.|"6. Rationale: The premise describes a woman singing and playing a small guitar while a drummer plays maracas behind her. The hypothesis, on the other hand, suggests an unrelated scenario of goldfish riding bikes in a pile of mashed potatoes. There is no logical connection or alignment between the premise and the hypothesis. Therefore, the answer is ""contradiction."""
86|A women sitting at a fancy table looking at her food. A man standing next to the table.|A woman is seated at a table.|"7. Rationale: The premise states that a woman is sitting at a fancy table looking at her food, while a man stands next to the table. The hypothesis simply reaffirms that a woman is seated at a table, which is consistent with the information provided in the premise. Therefore, the answer is ""entailment."""
87|Two young people riding a subway tram while sleeping.|The two young people were really tired on the subway tram|"8. Rationale: The premise describes two young people riding a subway tram while sleeping, and the hypothesis suggests that they were really tired. The information in the hypothesis is a reasonable inference based on the premise, as sleeping on a subway tram often indicates fatigue. Hence, the answer is ""entailment."""
88|A man wearing a yellow vest and a hat with pins on both is looking at something.|A man wearing a vest and hat is looking at something.|"9. Rationale: The premise mentions a man wearing a yellow vest and a hat with pins on both, who is looking at something. The hypothesis simply confirms that a man wearing a vest and hat is looking at something, which aligns with the information given in the premise. Therefore, the answer is ""entailment."""
89|Person sitting in a chair selling goods outside of a building.|A man is selling handmade goods.|"10. Rationale: The premise describes a person sitting in a chair selling goods outside of a building, while the hypothesis states that a man is selling handmade goods. The hypothesis can be inferred from the premise, as selling goods implies some form of commerce, and handmade goods fall into that category. Thus, the answer is ""entailment."""
90|A man, in his garage, throwing knives against the wall.|A man is practicing his knife throwing act for a magic show.|1. Rationale: The premise describes a man throwing knives against the wall in his garage, while the hypothesis suggests that he is practicing for a magic show. The action of throwing knives for a magic show performance is plausible and aligns with the premise. Therefore, the answer is entailment.
91|A young man is riding his bike on a ramp that is placed within a fenced area.|A BMX rider performs trick jumps to prepare for an event.|2. Rationale: The premise states that a young man is riding his bike on a ramp in a fenced area, and the hypothesis suggests that he is performing trick jumps to prepare for an event. Both the premise and hypothesis describe a person engaging in bike stunts, reinforcing each other's statements. Hence, the answer is entailment.
92|Two kids within a circle stand opposed to each other in fighting stances.|Two competitors get ready to wrestle.|3. Rationale: The premise describes two kids standing opposed to each other in fighting stances within a circle, whereas the hypothesis suggests that two competitors are getting ready to wrestle. Both the premise and hypothesis depict a situation where individuals are preparing for physical combat. Thus, the answer is entailment.
93|two trees in town in front of building|There are two trees that are old.|4. Rationale: The premise only states that there are two trees in front of a building in town, while the hypothesis states that these trees are old. The premise does not provide any information about the age of the trees, so there is no direct contradiction or entailment between the premise and the hypothesis. Therefore, the answer is neutral.
94|A man singing while another man plays the guitar and another man plays the drums.|The man is black.|5. Rationale: The premise mentions a man singing while others play the guitar and drums, while the hypothesis speculates that the man is black. The premise does not provide any information about the man's race, so it does not contradict or support the hypothesis. Thus, the answer is neutral.
95|These people are having a good time.|Some people are enjoying themselves.|6. Rationale: The premise states that these people are having a good time, and the hypothesis suggests that some people are enjoying themselves. The premise supports the idea of people having a good time, confirming the hypothesis. Hence, the answer is entailment.
96|A young woman standing on a window ledge of brick building while child looks on.|the women looks over the ledge|7. Rationale: The premise describes a young woman standing on a window ledge while a child looks on, while the hypothesis states that the woman is looking over the ledge. The premise does not offer any indication of where the woman is looking, so it neither supports nor contradicts the hypothesis. Thus, the answer is neutral.
